,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
14,0.541,https://api.spotify.com/v1/audio-analysis/2qWKpYIleSvBT6aUMXoia5,0.617,224186,0.421,2qWKpYIleSvBT6aUMXoia5,0.00227,0,0.125,-14.231,1,0.0318,131.653,4,https://api.spotify.com/v1/tracks/2qWKpYIleSvBT6aUMXoia5,audio_features,spotify:track:2qWKpYIleSvBT6aUMXoia5,0.39
15,0.373,https://api.spotify.com/v1/audio-analysis/2BrJD5vKA2nv5fqBTqkPlZ,0.583,139893,0.589,2BrJD5vKA2nv5fqBTqkPlZ,5.2e-05,11,0.137,-11.167,1,0.0609,174.247,4,https://api.spotify.com/v1/tracks/2BrJD5vKA2nv5fqBTqkPlZ,audio_features,spotify:track:2BrJD5vKA2nv5fqBTqkPlZ,0.895
16,0.754,https://api.spotify.com/v1/audio-analysis/5mQsvob7sHv2vRhRkTXOvl,0.552,202627,0.293,5mQsvob7sHv2vRhRkTXOvl,0.00022,10,0.102,-12.855,1,0.0285,77.266,4,https://api.spotify.com/v1/tracks/5mQsvob7sHv2vRhRkTXOvl,audio_features,spotify:track:5mQsvob7sHv2vRhRkTXOvl,0.527
17,0.792,https://api.spotify.com/v1/audio-analysis/47QsP5uPZp3he5UrVsK8bs,0.583,195600,0.239,47QsP5uPZp3he5UrVsK8bs,0.0,2,0.199,-13.85,1,0.0293,81.528,3,https://api.spotify.com/v1/tracks/47QsP5uPZp3he5UrVsK8bs,audio_features,spotify:track:47QsP5uPZp3he5UrVsK8bs,0.512
18,0.664,https://api.spotify.com/v1/audio-analysis/605rBHHOx8pF5kCEC2RDag,0.477,247102,0.297,605rBHHOx8pF5kCEC2RDag,0.000595,3,0.103,-13.955,1,0.0328,137.067,4,https://api.spotify.com/v1/tracks/605rBHHOx8pF5kCEC2RDag,audio_features,spotify:track:605rBHHOx8pF5kCEC2RDag,0.455
19,0.349,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,0.511,239836,0.566,285pBltuF7vW8TeWk8hdRR,0.0,6,0.34,-7.23,0,0.2,83.903,4,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,audio_features,spotify:track:285pBltuF7vW8TeWk8hdRR,0.218
0,0.328,https://api.spotify.com/v1/audio-analysis/6Hj9jySrnFppAI0sEMCZpJ,0.685,240051,0.692,6Hj9jySrnFppAI0sEMCZpJ,0.0,2,0.153,-5.122,1,0.0457,159.966,5,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,audio_features,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,0.578
1,0.426,https://api.spotify.com/v1/audio-analysis/6MjNilJCVKJq0LfFvo5jWJ,0.623,208518,0.608,6MjNilJCVKJq0LfFvo5jWJ,0.0,1,0.105,-5.937,0,0.0434,84.98,4,https://api.spotify.com/v1/tracks/6MjNilJCVKJq0LfFvo5jWJ,audio_features,spotify:track:6MjNilJCVKJq0LfFvo5jWJ,0.263
2,0.186,https://api.spotify.com/v1/audio-analysis/5wujBwqG7INdStqGd4tRMX,0.736,169999,0.67,5wujBwqG7INdStqGd4tRMX,0.0,10,0.114,-6.702,1,0.311,130.032,4,https://api.spotify.com/v1/tracks/5wujBwqG7INdStqGd4tRMX,audio_features,spotify:track:5wujBwqG7INdStqGd4tRMX,0.845
3,0.0769,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,0.671,165820,0.529,4VXIryQMWpIdGgYR4TrjT1,0.000335,0,0.0856,-7.226,1,0.307,161.989,4,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,audio_features,spotify:track:4VXIryQMWpIdGgYR4TrjT1,0.203
4,0.308,https://api.spotify.com/v1/audio-analysis/13ZyrkCDmRz5xY3seuAWYk,0.699,189977,0.687,13ZyrkCDmRz5xY3seuAWYk,3.63e-05,7,0.121,-3.997,0,0.106,88.932,4,https://api.spotify.com/v1/tracks/13ZyrkCDmRz5xY3seuAWYk,audio_features,spotify:track:13ZyrkCDmRz5xY3seuAWYk,0.499
5,0.0758,https://api.spotify.com/v1/audio-analysis/41MCdlvXOl62B7Kv86Bb1v,0.745,248431,0.561,41MCdlvXOl62B7Kv86Bb1v,0.0,0,0.133,-4.869,1,0.0807,77.557,4,https://api.spotify.com/v1/tracks/41MCdlvXOl62B7Kv86Bb1v,audio_features,spotify:track:41MCdlvXOl62B7Kv86Bb1v,0.449
6,0.125,https://api.spotify.com/v1/audio-analysis/6eiztdXRkooWsBt2xToMWI,0.465,142026,0.84,6eiztdXRkooWsBt2xToMWI,0.0,0,0.138,-4.35,1,0.0722,83.981,4,https://api.spotify.com/v1/tracks/6eiztdXRkooWsBt2xToMWI,audio_features,spotify:track:6eiztdXRkooWsBt2xToMWI,0.672
7,0.0484,https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN,0.656,141587,0.542,5274I4mUMnYczyeXkGDWZN,0.0,7,0.126,-7.358,1,0.323,166.111,4,https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN,audio_features,spotify:track:5274I4mUMnYczyeXkGDWZN,0.551
8,0.0414,https://api.spotify.com/v1/audio-analysis/3oDkdAySo1VQQG0ptV7uwa,0.665,175755,0.651,3oDkdAySo1VQQG0ptV7uwa,0.0,1,0.0896,-5.515,1,0.156,163.935,4,https://api.spotify.com/v1/tracks/3oDkdAySo1VQQG0ptV7uwa,audio_features,spotify:track:3oDkdAySo1VQQG0ptV7uwa,0.237
9,0.00381,https://api.spotify.com/v1/audio-analysis/2G1tXoGBaEMJ7FKGnkf6ud,0.8,203161,0.578,2G1tXoGBaEMJ7FKGnkf6ud,0.0,4,0.367,-5.144,0,0.0485,143.01,4,https://api.spotify.com/v1/tracks/2G1tXoGBaEMJ7FKGnkf6ud,audio_features,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,0.367
10,0.0232,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,0.89,233087,0.633,1XRgIKC5TPwo7nWGyKqgG0,0.000343,11,0.0993,-5.475,1,0.168,139.948,4,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,audio_features,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,0.425
11,0.119,https://api.spotify.com/v1/audio-analysis/5tFep7dXGd7vEJ668wTPux,0.85,190312,0.405,5tFep7dXGd7vEJ668wTPux,0.000118,7,0.0707,-7.509,0,0.225,139.976,4,https://api.spotify.com/v1/tracks/5tFep7dXGd7vEJ668wTPux,audio_features,spotify:track:5tFep7dXGd7vEJ668wTPux,0.344
12,0.144,https://api.spotify.com/v1/audio-analysis/5Ta1sXtO9tXOaUacYm7tH8,0.745,214611,0.576,5Ta1sXtO9tXOaUacYm7tH8,0.0,8,0.154,-6.688,1,0.132,157.083,4,https://api.spotify.com/v1/tracks/5Ta1sXtO9tXOaUacYm7tH8,audio_features,spotify:track:5Ta1sXtO9tXOaUacYm7tH8,0.16
13,0.0661,https://api.spotify.com/v1/audio-analysis/2nBI3iWLhupR7LyAJ5GGkE,0.695,334253,0.777,2nBI3iWLhupR7LyAJ5GGkE,0.0,6,0.874,-2.452,0,0.0817,135.01,4,https://api.spotify.com/v1/tracks/2nBI3iWLhupR7LyAJ5GGkE,audio_features,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,0.36
14,0.0734,https://api.spotify.com/v1/audio-analysis/49z1xCmcez6eIC9SjWgml8,0.907,177652,0.638,49z1xCmcez6eIC9SjWgml8,0.0,10,0.0833,-5.571,1,0.112,130.0,4,https://api.spotify.com/v1/tracks/49z1xCmcez6eIC9SjWgml8,audio_features,spotify:track:49z1xCmcez6eIC9SjWgml8,0.482
15,0.294,https://api.spotify.com/v1/audio-analysis/2yuyaYAELoMG4ApV5wJsWR,0.76,161990,0.476,2yuyaYAELoMG4ApV5wJsWR,0.0,8,0.1,-8.103,1,0.241,147.01,4,https://api.spotify.com/v1/tracks/2yuyaYAELoMG4ApV5wJsWR,audio_features,spotify:track:2yuyaYAELoMG4ApV5wJsWR,0.354
16,0.293,https://api.spotify.com/v1/audio-analysis/2Y43TDqgnRgVZA7RxtxEV1,0.896,193776,0.615,2Y43TDqgnRgVZA7RxtxEV1,0.0,6,0.122,-9.326,0,0.326,140.04,4,https://api.spotify.com/v1/tracks/2Y43TDqgnRgVZA7RxtxEV1,audio_features,spotify:track:2Y43TDqgnRgVZA7RxtxEV1,0.89
17,0.052,https://api.spotify.com/v1/audio-analysis/2XaInsPPUkZRkY4uFJ3AHK,0.817,209143,0.587,2XaInsPPUkZRkY4uFJ3AHK,0.00165,2,0.185,-6.502,1,0.108,140.062,4,https://api.spotify.com/v1/tracks/2XaInsPPUkZRkY4uFJ3AHK,audio_features,spotify:track:2XaInsPPUkZRkY4uFJ3AHK,0.352
18,0.00124,https://api.spotify.com/v1/audio-analysis/2biNa12dMbHJrHVFRt8JyO,0.948,228186,0.623,2biNa12dMbHJrHVFRt8JyO,1.07e-06,8,0.0716,-5.725,0,0.168,135.979,4,https://api.spotify.com/v1/tracks/2biNa12dMbHJrHVFRt8JyO,audio_features,spotify:track:2biNa12dMbHJrHVFRt8JyO,0.856
19,0.00625,https://api.spotify.com/v1/audio-analysis/5GE8FTL15kS123apRK7vD4,0.528,256413,0.556,5GE8FTL15kS123apRK7vD4,0.0429,11,0.336,-5.945,0,0.0396,80.038,3,https://api.spotify.com/v1/tracks/5GE8FTL15kS123apRK7vD4,audio_features,spotify:track:5GE8FTL15kS123apRK7vD4,0.512
0,0.0178,https://api.spotify.com/v1/audio-analysis/6U6VpAgLFTb7wKxFS0e7tI,0.326,309227,0.623,6U6VpAgLFTb7wKxFS0e7tI,0.193,5,0.198,-6.73,0,0.0327,122.859,4,https://api.spotify.com/v1/tracks/6U6VpAgLFTb7wKxFS0e7tI,audio_features,spotify:track:6U6VpAgLFTb7wKxFS0e7tI,0.303
1,0.68,https://api.spotify.com/v1/audio-analysis/6KrDF0sid0jwhbVIT0tatx,0.584,293413,0.481,6KrDF0sid0jwhbVIT0tatx,0.0451,4,0.0929,-8.121,0,0.0368,80.421,4,https://api.spotify.com/v1/tracks/6KrDF0sid0jwhbVIT0tatx,audio_features,spotify:track:6KrDF0sid0jwhbVIT0tatx,0.32
2,0.552,https://api.spotify.com/v1/audio-analysis/1239baQ1b9cD0RRv5Jy9Sb,0.374,298707,0.367,1239baQ1b9cD0RRv5Jy9Sb,0.000389,9,0.0939,-7.337,1,0.0251,150.951,4,https://api.spotify.com/v1/tracks/1239baQ1b9cD0RRv5Jy9Sb,audio_features,spotify:track:1239baQ1b9cD0RRv5Jy9Sb,0.322
3,0.643,https://api.spotify.com/v1/audio-analysis/1YNypCDoTnQ7ZrvrPeT1ho,0.421,317400,0.496,1YNypCDoTnQ7ZrvrPeT1ho,0.00793,9,0.169,-9.977,0,0.0523,143.986,4,https://api.spotify.com/v1/tracks/1YNypCDoTnQ7ZrvrPeT1ho,audio_features,spotify:track:1YNypCDoTnQ7ZrvrPeT1ho,0.167
4,0.64,https://api.spotify.com/v1/audio-analysis/6Pm9ZKB8Jj3BSmsTetRhFx,0.475,249053,0.691,6Pm9ZKB8Jj3BSmsTetRhFx,0.628,4,0.153,-6.641,0,0.034,90.306,4,https://api.spotify.com/v1/tracks/6Pm9ZKB8Jj3BSmsTetRhFx,audio_features,spotify:track:6Pm9ZKB8Jj3BSmsTetRhFx,0.606
5,0.419,https://api.spotify.com/v1/audio-analysis/6PY0zFbmh6TWMQDDnJqKmi,0.485,240040,0.723,6PY0zFbmh6TWMQDDnJqKmi,0.0459,4,0.151,-6.729,1,0.0438,118.143,4,https://api.spotify.com/v1/tracks/6PY0zFbmh6TWMQDDnJqKmi,audio_features,spotify:track:6PY0zFbmh6TWMQDDnJqKmi,0.515
6,0.983,https://api.spotify.com/v1/audio-analysis/3BYafrMH4SzbMNSud0Df3Q,0.461,120960,0.137,3BYafrMH4SzbMNSud0Df3Q,0.775,3,0.115,-16.345,1,0.0305,106.25,4,https://api.spotify.com/v1/tracks/3BYafrMH4SzbMNSud0Df3Q,audio_features,spotify:track:3BYafrMH4SzbMNSud0Df3Q,0.348
7,0.326,https://api.spotify.com/v1/audio-analysis/2v96SpFC6LS53llretL3kN,0.452,292533,0.673,2v96SpFC6LS53llretL3kN,0.000126,11,0.0986,-6.037,1,0.0329,112.05,4,https://api.spotify.com/v1/tracks/2v96SpFC6LS53llretL3kN,audio_features,spotify:track:2v96SpFC6LS53llretL3kN,0.29
8,0.00276,https://api.spotify.com/v1/audio-analysis/4brFJB8zJ09ECp5rvTwL8Z,0.352,354800,0.86,4brFJB8zJ09ECp5rvTwL8Z,8.4e-05,5,0.205,-5.751,0,0.0296,113.085,4,https://api.spotify.com/v1/tracks/4brFJB8zJ09ECp5rvTwL8Z,audio_features,spotify:track:4brFJB8zJ09ECp5rvTwL8Z,0.487
9,0.171,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,0.753,184732,0.657,09IStsImFySgyp0pIQdqAc,0.0,7,0.112,-3.061,1,0.0449,107.01,4,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,audio_features,spotify:track:09IStsImFySgyp0pIQdqAc,0.437
10,0.279,https://api.spotify.com/v1/audio-analysis/3npzogdOEiVsieXmmhBepL,0.612,197293,0.57,3npzogdOEiVsieXmmhBepL,0.0,11,0.0963,-6.642,0,0.0347,77.004,4,https://api.spotify.com/v1/tracks/3npzogdOEiVsieXmmhBepL,audio_features,spotify:track:3npzogdOEiVsieXmmhBepL,0.335
11,0.0677,https://api.spotify.com/v1/audio-analysis/3y5B5ebFMzEEFqCPOesAXR,0.44,250653,0.793,3y5B5ebFMzEEFqCPOesAXR,0.0,6,0.0788,-3.95,1,0.0502,143.599,4,https://api.spotify.com/v1/tracks/3y5B5ebFMzEEFqCPOesAXR,audio_features,spotify:track:3y5B5ebFMzEEFqCPOesAXR,0.447
12,0.0466,https://api.spotify.com/v1/audio-analysis/65wnZsZLKJimfK1cTFOfa1,0.709,185281,0.571,65wnZsZLKJimfK1cTFOfa1,0.0,9,0.106,-7.617,1,0.0405,93.957,4,https://api.spotify.com/v1/tracks/65wnZsZLKJimfK1cTFOfa1,audio_features,spotify:track:65wnZsZLKJimfK1cTFOfa1,0.51
13,0.159,https://api.spotify.com/v1/audio-analysis/69fiYWZsqPB7BVhJJODKQJ,0.578,194453,0.569,69fiYWZsqPB7BVhJJODKQJ,0.0,1,0.105,-7.862,1,0.0356,100.038,4,https://api.spotify.com/v1/tracks/69fiYWZsqPB7BVhJJODKQJ,audio_features,spotify:track:69fiYWZsqPB7BVhJJODKQJ,0.187
14,0.243,https://api.spotify.com/v1/audio-analysis/1LM5zQv5pBKPyO7rm7Uz6U,0.517,197931,0.743,1LM5zQv5pBKPyO7rm7Uz6U,3.36e-06,9,0.107,-4.336,1,0.0363,76.979,4,https://api.spotify.com/v1/tracks/1LM5zQv5pBKPyO7rm7Uz6U,audio_features,spotify:track:1LM5zQv5pBKPyO7rm7Uz6U,0.664
15,0.214,https://api.spotify.com/v1/audio-analysis/09iyGiljLWRYXdRazFkdtJ,0.638,196422,0.634,09iyGiljLWRYXdRazFkdtJ,0.0,6,0.0866,-6.474,1,0.0468,92.097,4,https://api.spotify.com/v1/tracks/09iyGiljLWRYXdRazFkdtJ,audio_features,spotify:track:09iyGiljLWRYXdRazFkdtJ,0.473
16,0.591,https://api.spotify.com/v1/audio-analysis/0Xen6Y4p2soxvsUTlF0IUn,0.46,245187,0.737,0Xen6Y4p2soxvsUTlF0IUn,0.0,11,0.0811,-5.332,0,0.0775,104.715,4,https://api.spotify.com/v1/tracks/0Xen6Y4p2soxvsUTlF0IUn,audio_features,spotify:track:0Xen6Y4p2soxvsUTlF0IUn,0.382
17,0.109,https://api.spotify.com/v1/audio-analysis/74mGikI3P484sQAFSnjNuV,0.694,187640,0.788,74mGikI3P484sQAFSnjNuV,0.0,6,0.0647,-5.33,0,0.063,96.981,4,https://api.spotify.com/v1/tracks/74mGikI3P484sQAFSnjNuV,audio_features,spotify:track:74mGikI3P484sQAFSnjNuV,0.903
18,0.0327,https://api.spotify.com/v1/audio-analysis/5eWxOg6tDkf5tJagNuVSbo,0.534,199787,0.919,5eWxOg6tDkf5tJagNuVSbo,0.000592,4,0.33,-4.0,1,0.052,83.95,4,https://api.spotify.com/v1/tracks/5eWxOg6tDkf5tJagNuVSbo,audio_features,spotify:track:5eWxOg6tDkf5tJagNuVSbo,0.554
19,0.24,https://api.spotify.com/v1/audio-analysis/6O7qFEXmLQcOsV37wrgJDz,0.641,233755,0.621,6O7qFEXmLQcOsV37wrgJDz,0.0299,7,0.175,-3.88,1,0.0524,89.926,4,https://api.spotify.com/v1/tracks/6O7qFEXmLQcOsV37wrgJDz,audio_features,spotify:track:6O7qFEXmLQcOsV37wrgJDz,0.749
0,0.0675,https://api.spotify.com/v1/audio-analysis/53qU2K55RJgfs9F50irpB3,0.815,389500,0.681,53qU2K55RJgfs9F50irpB3,0.012,10,0.117,-5.785,0,0.0854,90.008,4,https://api.spotify.com/v1/tracks/53qU2K55RJgfs9F50irpB3,audio_features,spotify:track:53qU2K55RJgfs9F50irpB3,0.803
1,0.0461,https://api.spotify.com/v1/audio-analysis/02uRToy7bttYcKCO3vIStA,0.896,203051,0.684,02uRToy7bttYcKCO3vIStA,0.051,1,0.164,-6.099,1,0.0731,99.995,4,https://api.spotify.com/v1/tracks/02uRToy7bttYcKCO3vIStA,audio_features,spotify:track:02uRToy7bttYcKCO3vIStA,0.686
2,0.0154,https://api.spotify.com/v1/audio-analysis/3j0oWeUZjTA0HDUS5j64Vm,0.754,244967,0.755,3j0oWeUZjTA0HDUS5j64Vm,0.0827,10,0.158,-5.041,0,0.303,96.941,4,https://api.spotify.com/v1/tracks/3j0oWeUZjTA0HDUS5j64Vm,audio_features,spotify:track:3j0oWeUZjTA0HDUS5j64Vm,0.438
3,0.0028,https://api.spotify.com/v1/audio-analysis/1Z26f8p5lGcjjCTRUc2Syn,0.537,201600,0.813,1Z26f8p5lGcjjCTRUc2Syn,0.0252,9,0.134,-4.54,1,0.125,149.964,4,https://api.spotify.com/v1/tracks/1Z26f8p5lGcjjCTRUc2Syn,audio_features,spotify:track:1Z26f8p5lGcjjCTRUc2Syn,0.48
4,0.00399,https://api.spotify.com/v1/audio-analysis/1eticIiJAJW9FrSUtOtd02,0.776,232680,0.675,1eticIiJAJW9FrSUtOtd02,0.0698,0,0.0982,-6.276,0,0.0785,203.958,4,https://api.spotify.com/v1/tracks/1eticIiJAJW9FrSUtOtd02,audio_features,spotify:track:1eticIiJAJW9FrSUtOtd02,0.413
5,0.0983,https://api.spotify.com/v1/audio-analysis/6aBFjYfhZrgJtxiKaip1BH,0.667,226333,0.608,6aBFjYfhZrgJtxiKaip1BH,0.00186,0,0.336,-6.071,1,0.11,90.045,4,https://api.spotify.com/v1/tracks/6aBFjYfhZrgJtxiKaip1BH,audio_features,spotify:track:6aBFjYfhZrgJtxiKaip1BH,0.684
6,0.011,https://api.spotify.com/v1/audio-analysis/2uXidnW2mwi9kk4ZWVr0n5,0.431,266671,0.906,2uXidnW2mwi9kk4ZWVr0n5,0.0,8,0.0679,-3.285,1,0.331,179.615,4,https://api.spotify.com/v1/tracks/2uXidnW2mwi9kk4ZWVr0n5,audio_features,spotify:track:2uXidnW2mwi9kk4ZWVr0n5,0.755
7,0.0293,https://api.spotify.com/v1/audio-analysis/2xsanlfROKsGOz92oJzj77,0.619,334118,0.554,2xsanlfROKsGOz92oJzj77,0.0662,1,0.226,-7.339,0,0.102,203.915,4,https://api.spotify.com/v1/tracks/2xsanlfROKsGOz92oJzj77,audio_features,spotify:track:2xsanlfROKsGOz92oJzj77,0.608
8,0.0111,https://api.spotify.com/v1/audio-analysis/6KmktQvdt2AXZjCd8zay5J,0.626,190750,0.617,6KmktQvdt2AXZjCd8zay5J,0.000986,6,0.212,-4.78,0,0.275,191.86,4,https://api.spotify.com/v1/tracks/6KmktQvdt2AXZjCd8zay5J,audio_features,spotify:track:6KmktQvdt2AXZjCd8zay5J,0.425
9,0.12,https://api.spotify.com/v1/audio-analysis/6INaSJ4clfZ8pvXSGZQnJ7,0.587,268667,0.731,6INaSJ4clfZ8pvXSGZQnJ7,5.78e-06,7,0.132,-5.632,1,0.0398,110.936,4,https://api.spotify.com/v1/tracks/6INaSJ4clfZ8pvXSGZQnJ7,audio_features,spotify:track:6INaSJ4clfZ8pvXSGZQnJ7,0.539
10,0.0117,https://api.spotify.com/v1/audio-analysis/3lwcrfL6LfZ1p9ZU8KRx4n,0.61,240560,0.61,3lwcrfL6LfZ1p9ZU8KRx4n,0.0,7,0.134,-7.071,1,0.0337,82.523,4,https://api.spotify.com/v1/tracks/3lwcrfL6LfZ1p9ZU8KRx4n,audio_features,spotify:track:3lwcrfL6LfZ1p9ZU8KRx4n,0.442
11,0.00622,https://api.spotify.com/v1/audio-analysis/1yvcIA5Gv4079BWuaZfDvA,0.557,176890,0.554,1yvcIA5Gv4079BWuaZfDvA,0.0,11,0.103,-6.506,0,0.0506,135.084,4,https://api.spotify.com/v1/tracks/1yvcIA5Gv4079BWuaZfDvA,audio_features,spotify:track:1yvcIA5Gv4079BWuaZfDvA,0.628
12,0.115,https://api.spotify.com/v1/audio-analysis/7aClLac5pVagDjMCBlYCPk,0.545,218778,0.908,7aClLac5pVagDjMCBlYCPk,0.0,0,0.0877,-6.548,1,0.0512,120.155,4,https://api.spotify.com/v1/tracks/7aClLac5pVagDjMCBlYCPk,audio_features,spotify:track:7aClLac5pVagDjMCBlYCPk,0.391
13,0.172,https://api.spotify.com/v1/audio-analysis/2lddRXtzk2qCxaYBvyHU1n,0.281,280529,0.422,2lddRXtzk2qCxaYBvyHU1n,1.73e-05,0,0.225,-7.99,1,0.0333,149.809,4,https://api.spotify.com/v1/tracks/2lddRXtzk2qCxaYBvyHU1n,audio_features,spotify:track:2lddRXtzk2qCxaYBvyHU1n,0.154
14,0.297,https://api.spotify.com/v1/audio-analysis/2BH76TIFmTWXKnQxGlwfrG,0.663,148680,0.791,2BH76TIFmTWXKnQxGlwfrG,0.0,9,0.268,-5.749,1,0.0958,135.033,4,https://api.spotify.com/v1/tracks/2BH76TIFmTWXKnQxGlwfrG,audio_features,spotify:track:2BH76TIFmTWXKnQxGlwfrG,0.512
15,0.0266,https://api.spotify.com/v1/audio-analysis/2qFbRhAgBPSGaYX8LNQAX2,0.659,213960,0.729,2qFbRhAgBPSGaYX8LNQAX2,0.0,5,0.0895,-4.72,1,0.071,84.904,4,https://api.spotify.com/v1/tracks/2qFbRhAgBPSGaYX8LNQAX2,audio_features,spotify:track:2qFbRhAgBPSGaYX8LNQAX2,0.619
16,0.283,https://api.spotify.com/v1/audio-analysis/0RQT5rs8uElx7yrvhj6GMU,0.542,233999,0.528,0RQT5rs8uElx7yrvhj6GMU,0.0,0,0.207,-6.897,1,0.0332,75.029,4,https://api.spotify.com/v1/tracks/0RQT5rs8uElx7yrvhj6GMU,audio_features,spotify:track:0RQT5rs8uElx7yrvhj6GMU,0.477
17,0.0161,https://api.spotify.com/v1/audio-analysis/5iQUOCQuQ3mrPx1bjp9OSU,0.514,232126,0.825,5iQUOCQuQ3mrPx1bjp9OSU,2.44e-06,2,0.176,-7.024,1,0.0427,150.08,4,https://api.spotify.com/v1/tracks/5iQUOCQuQ3mrPx1bjp9OSU,audio_features,spotify:track:5iQUOCQuQ3mrPx1bjp9OSU,0.348
18,0.142,https://api.spotify.com/v1/audio-analysis/5zILnyMhgATe9WMFDMhTMe,0.524,242137,0.482,5zILnyMhgATe9WMFDMhTMe,0.0,7,0.0862,-4.826,1,0.0259,78.963,4,https://api.spotify.com/v1/tracks/5zILnyMhgATe9WMFDMhTMe,audio_features,spotify:track:5zILnyMhgATe9WMFDMhTMe,0.331
19,0.569,https://api.spotify.com/v1/audio-analysis/3DPFmwFtV5ElQaTniLOdgk,0.956,268333,0.373,3DPFmwFtV5ElQaTniLOdgk,0.394,6,0.314,-7.963,1,0.0773,119.994,4,https://api.spotify.com/v1/tracks/3DPFmwFtV5ElQaTniLOdgk,audio_features,spotify:track:3DPFmwFtV5ElQaTniLOdgk,0.568
0,0.0363,https://api.spotify.com/v1/audio-analysis/5VarZFY00sO54HErJ3TPCI,0.829,230147,0.435,5VarZFY00sO54HErJ3TPCI,0.878,0,0.119,-10.136,1,0.0515,103.816,4,https://api.spotify.com/v1/tracks/5VarZFY00sO54HErJ3TPCI,audio_features,spotify:track:5VarZFY00sO54HErJ3TPCI,0.594
1,0.571,https://api.spotify.com/v1/audio-analysis/0PEXp5yk0sx9dJ8JzwvjJb,0.784,250800,0.506,0PEXp5yk0sx9dJ8JzwvjJb,0.0,3,0.139,-5.243,0,0.0403,120.141,4,https://api.spotify.com/v1/tracks/0PEXp5yk0sx9dJ8JzwvjJb,audio_features,spotify:track:0PEXp5yk0sx9dJ8JzwvjJb,0.545
2,0.045,https://api.spotify.com/v1/audio-analysis/4dhARBZ8YLvm8oRDnCIeXr,0.828,317800,0.724,4dhARBZ8YLvm8oRDnCIeXr,0.0618,9,0.132,-7.217,1,0.113,96.2,4,https://api.spotify.com/v1/tracks/4dhARBZ8YLvm8oRDnCIeXr,audio_features,spotify:track:4dhARBZ8YLvm8oRDnCIeXr,0.694
3,0.473,https://api.spotify.com/v1/audio-analysis/6VPvz8SZWRFEoawyUTvQTt,0.816,254973,0.755,6VPvz8SZWRFEoawyUTvQTt,2.66e-06,8,0.178,-4.942,1,0.0828,120.008,4,https://api.spotify.com/v1/tracks/6VPvz8SZWRFEoawyUTvQTt,audio_features,spotify:track:6VPvz8SZWRFEoawyUTvQTt,0.735
4,0.124,https://api.spotify.com/v1/audio-analysis/3h1iu4HvBlLqRuft2kJEcr,0.766,165227,0.806,3h1iu4HvBlLqRuft2kJEcr,0.171,8,0.119,-10.011,1,0.0403,123.509,4,https://api.spotify.com/v1/tracks/3h1iu4HvBlLqRuft2kJEcr,audio_features,spotify:track:3h1iu4HvBlLqRuft2kJEcr,0.76
5,0.0532,https://api.spotify.com/v1/audio-analysis/0x38UMMhYacciPRK7ETk1M,0.706,256067,0.958,0x38UMMhYacciPRK7ETk1M,0.00495,1,0.249,-2.839,1,0.0539,114.73,4,https://api.spotify.com/v1/tracks/0x38UMMhYacciPRK7ETk1M,audio_features,spotify:track:0x38UMMhYacciPRK7ETk1M,0.88
6,0.779,https://api.spotify.com/v1/audio-analysis/0Qe6V0wdzCyHGht84bUunL,0.764,222640,0.51,0Qe6V0wdzCyHGht84bUunL,0.189,8,0.39,-7.558,0,0.129,141.932,4,https://api.spotify.com/v1/tracks/0Qe6V0wdzCyHGht84bUunL,audio_features,spotify:track:0Qe6V0wdzCyHGht84bUunL,0.391
7,0.705,https://api.spotify.com/v1/audio-analysis/54DzzIghO0tYWPaceJnf62,0.872,217987,0.37,54DzzIghO0tYWPaceJnf62,0.000318,5,0.143,-5.851,1,0.119,100.047,4,https://api.spotify.com/v1/tracks/54DzzIghO0tYWPaceJnf62,audio_features,spotify:track:54DzzIghO0tYWPaceJnf62,0.489
8,0.208,https://api.spotify.com/v1/audio-analysis/49vzuiR9YheTFslIuO4JRV,0.694,256840,0.893,49vzuiR9YheTFslIuO4JRV,0.849,11,0.0869,-4.673,1,0.0746,90.968,4,https://api.spotify.com/v1/tracks/49vzuiR9YheTFslIuO4JRV,audio_features,spotify:track:49vzuiR9YheTFslIuO4JRV,0.641
