,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,0.536,https://api.spotify.com/v1/audio-analysis/3DlgDXIYtnWtJKiB8bZQMv,0.777,201733,0.662,3DlgDXIYtnWtJKiB8bZQMv,4.61e-06,7,0.593,-8.393,1,0.27,111.13,4,https://api.spotify.com/v1/tracks/3DlgDXIYtnWtJKiB8bZQMv,audio_features,spotify:track:3DlgDXIYtnWtJKiB8bZQMv,0.634
1,0.0192,https://api.spotify.com/v1/audio-analysis/3au0pvHqcTtszysswan6AO,0.902,162750,0.497,3au0pvHqcTtszysswan6AO,0.0,7,0.109,-9.236,1,0.266,120.016,4,https://api.spotify.com/v1/tracks/3au0pvHqcTtszysswan6AO,audio_features,spotify:track:3au0pvHqcTtszysswan6AO,0.463
2,0.471,https://api.spotify.com/v1/audio-analysis/4YdRnTnXYwgI48kkzWy6uk,0.667,329542,0.465,4YdRnTnXYwgI48kkzWy6uk,0.0,1,0.101,-10.337,1,0.342,133.859,4,https://api.spotify.com/v1/tracks/4YdRnTnXYwgI48kkzWy6uk,audio_features,spotify:track:4YdRnTnXYwgI48kkzWy6uk,0.474
3,0.732,https://api.spotify.com/v1/audio-analysis/7LBdv0ek7Tj2s0bgxmlrC6,0.643,184250,0.532,7LBdv0ek7Tj2s0bgxmlrC6,0.00109,6,0.111,-9.712,1,0.374,73.902,4,https://api.spotify.com/v1/tracks/7LBdv0ek7Tj2s0bgxmlrC6,audio_features,spotify:track:7LBdv0ek7Tj2s0bgxmlrC6,0.299
4,0.0102,https://api.spotify.com/v1/audio-analysis/0Q8A7MPsoFg72xcVFBsS8Q,0.787,150108,0.382,0Q8A7MPsoFg72xcVFBsS8Q,0.0,1,0.092,-9.983,1,0.45,86.779,4,https://api.spotify.com/v1/tracks/0Q8A7MPsoFg72xcVFBsS8Q,audio_features,spotify:track:0Q8A7MPsoFg72xcVFBsS8Q,0.392
5,0.322,https://api.spotify.com/v1/audio-analysis/5AdhyCxxguV1wXde1vqgWC,0.663,277333,0.572,5AdhyCxxguV1wXde1vqgWC,0.0,10,0.171,-10.593,0,0.102,117.051,4,https://api.spotify.com/v1/tracks/5AdhyCxxguV1wXde1vqgWC,audio_features,spotify:track:5AdhyCxxguV1wXde1vqgWC,0.494
6,0.295,https://api.spotify.com/v1/audio-analysis/0HU8CeTestQjoRF2ekaLqx,0.735,211296,0.639,0HU8CeTestQjoRF2ekaLqx,0.0,6,0.108,-7.464,0,0.247,158.865,4,https://api.spotify.com/v1/tracks/0HU8CeTestQjoRF2ekaLqx,audio_features,spotify:track:0HU8CeTestQjoRF2ekaLqx,0.695
7,0.132,https://api.spotify.com/v1/audio-analysis/16DHWSDlEa5K0JbMHnuMXM,0.752,210133,0.536,16DHWSDlEa5K0JbMHnuMXM,0.0,9,0.281,-7.444,0,0.452,129.93,4,https://api.spotify.com/v1/tracks/16DHWSDlEa5K0JbMHnuMXM,audio_features,spotify:track:16DHWSDlEa5K0JbMHnuMXM,0.628
8,0.278,https://api.spotify.com/v1/audio-analysis/475SvHOt2z2mp5dK2pjSJ8,0.889,171013,0.596,475SvHOt2z2mp5dK2pjSJ8,0.0,9,0.0798,-8.23,0,0.397,97.994,5,https://api.spotify.com/v1/tracks/475SvHOt2z2mp5dK2pjSJ8,audio_features,spotify:track:475SvHOt2z2mp5dK2pjSJ8,0.899
9,0.326,https://api.spotify.com/v1/audio-analysis/4BJpGfAf7hJiUeZilWT2Mf,0.775,214955,0.554,4BJpGfAf7hJiUeZilWT2Mf,0.0,7,0.108,-6.448,0,0.323,144.047,4,https://api.spotify.com/v1/tracks/4BJpGfAf7hJiUeZilWT2Mf,audio_features,spotify:track:4BJpGfAf7hJiUeZilWT2Mf,0.175
10,0.0574,https://api.spotify.com/v1/audio-analysis/5F3t5WgLyBX2W7un8IXiLD,0.732,246967,0.726,5F3t5WgLyBX2W7un8IXiLD,0.00829,0,0.382,-8.074,1,0.261,172.039,4,https://api.spotify.com/v1/tracks/5F3t5WgLyBX2W7un8IXiLD,audio_features,spotify:track:5F3t5WgLyBX2W7un8IXiLD,0.45
11,0.00416,https://api.spotify.com/v1/audio-analysis/4HiuT2pdJzwdSKf72aSdhs,0.725,230205,0.722,4HiuT2pdJzwdSKf72aSdhs,0.19,9,0.181,-4.824,1,0.0712,74.999,4,https://api.spotify.com/v1/tracks/4HiuT2pdJzwdSKf72aSdhs,audio_features,spotify:track:4HiuT2pdJzwdSKf72aSdhs,0.345
12,0.0262,https://api.spotify.com/v1/audio-analysis/6NZtSdYMHFCrGGCQX2vom6,0.732,243200,0.8,6NZtSdYMHFCrGGCQX2vom6,0.000713,9,0.656,-4.152,1,0.277,150.043,4,https://api.spotify.com/v1/tracks/6NZtSdYMHFCrGGCQX2vom6,audio_features,spotify:track:6NZtSdYMHFCrGGCQX2vom6,0.531
13,0.034,https://api.spotify.com/v1/audio-analysis/3zjx24dKimAUvpxBLucXRq,0.769,396537,0.663,3zjx24dKimAUvpxBLucXRq,0.0173,6,0.0826,-5.56,0,0.0689,124.039,4,https://api.spotify.com/v1/tracks/3zjx24dKimAUvpxBLucXRq,audio_features,spotify:track:3zjx24dKimAUvpxBLucXRq,0.21
14,0.233,https://api.spotify.com/v1/audio-analysis/7r6zJH3xZRy2gHdrWsj0e9,0.708,257437,0.686,7r6zJH3xZRy2gHdrWsj0e9,0.0,9,0.0625,-6.51,1,0.463,139.989,4,https://api.spotify.com/v1/tracks/7r6zJH3xZRy2gHdrWsj0e9,audio_features,spotify:track:7r6zJH3xZRy2gHdrWsj0e9,0.591
15,0.013,https://api.spotify.com/v1/audio-analysis/4YTrP8N3DU7zYyAR1OJ5h3,0.629,300000,0.649,4YTrP8N3DU7zYyAR1OJ5h3,0.513,1,0.349,-7.515,1,0.0559,139.998,4,https://api.spotify.com/v1/tracks/4YTrP8N3DU7zYyAR1OJ5h3,audio_features,spotify:track:4YTrP8N3DU7zYyAR1OJ5h3,0.0595
16,0.0269,https://api.spotify.com/v1/audio-analysis/2GStT6oDQWg7CtKSFMjPr0,0.727,268800,0.875,2GStT6oDQWg7CtKSFMjPr0,0.00624,1,0.348,-3.194,1,0.235,75.03,4,https://api.spotify.com/v1/tracks/2GStT6oDQWg7CtKSFMjPr0,audio_features,spotify:track:2GStT6oDQWg7CtKSFMjPr0,0.75
17,0.00458,https://api.spotify.com/v1/audio-analysis/63yDbsUppBXFPtzR4efaKP,0.764,174173,0.919,63yDbsUppBXFPtzR4efaKP,0.18,0,0.341,-3.978,1,0.501,120.047,4,https://api.spotify.com/v1/tracks/63yDbsUppBXFPtzR4efaKP,audio_features,spotify:track:63yDbsUppBXFPtzR4efaKP,0.565
18,0.196,https://api.spotify.com/v1/audio-analysis/6GSTgqPsvBarpdItP3dUHf,0.504,240000,0.694,6GSTgqPsvBarpdItP3dUHf,0.0163,1,0.82,-7.631,1,0.131,119.95,4,https://api.spotify.com/v1/tracks/6GSTgqPsvBarpdItP3dUHf,audio_features,spotify:track:6GSTgqPsvBarpdItP3dUHf,0.238
19,0.00883,https://api.spotify.com/v1/audio-analysis/4KMtBO5l4pnpQKpvmxXYhy,0.687,180233,0.698,4KMtBO5l4pnpQKpvmxXYhy,0.0977,11,0.11,-3.728,0,0.437,112.494,3,https://api.spotify.com/v1/tracks/4KMtBO5l4pnpQKpvmxXYhy,audio_features,spotify:track:4KMtBO5l4pnpQKpvmxXYhy,0.591
0,0.000657,https://api.spotify.com/v1/audio-analysis/5z4TlJ5NN7OQfEBq0InOvM,0.202,287331,0.694,5z4TlJ5NN7OQfEBq0InOvM,0.000289,1,0.483,-6.974,0,0.0412,158.865,5,https://api.spotify.com/v1/tracks/5z4TlJ5NN7OQfEBq0InOvM,audio_features,spotify:track:5z4TlJ5NN7OQfEBq0InOvM,0.152
1,0.046,https://api.spotify.com/v1/audio-analysis/7CGeuhEwxg4edNO5eLLCxm,0.548,217401,0.482,7CGeuhEwxg4edNO5eLLCxm,0.177,4,0.117,-5.5,0,0.259,60.352,4,https://api.spotify.com/v1/tracks/7CGeuhEwxg4edNO5eLLCxm,audio_features,spotify:track:7CGeuhEwxg4edNO5eLLCxm,0.184
2,0.384,https://api.spotify.com/v1/audio-analysis/3QP4PFk6ExkTlHQgfOHppJ,0.635,150600,0.192,3QP4PFk6ExkTlHQgfOHppJ,0.629,5,0.377,-9.936,0,0.211,130.038,4,https://api.spotify.com/v1/tracks/3QP4PFk6ExkTlHQgfOHppJ,audio_features,spotify:track:3QP4PFk6ExkTlHQgfOHppJ,0.0376
3,0.0463,https://api.spotify.com/v1/audio-analysis/6MN6eoEsqkGZHaLQSZDwk7,0.717,430476,0.999,6MN6eoEsqkGZHaLQSZDwk7,0.934,4,0.0583,-5.623,0,0.0763,125.999,4,https://api.spotify.com/v1/tracks/6MN6eoEsqkGZHaLQSZDwk7,audio_features,spotify:track:6MN6eoEsqkGZHaLQSZDwk7,0.0769
4,0.00331,https://api.spotify.com/v1/audio-analysis/67Q3hu2ZzghDTXO6QGJQD4,0.579,152925,0.641,67Q3hu2ZzghDTXO6QGJQD4,0.474,1,0.323,-6.742,0,0.0395,61.43,4,https://api.spotify.com/v1/tracks/67Q3hu2ZzghDTXO6QGJQD4,audio_features,spotify:track:67Q3hu2ZzghDTXO6QGJQD4,0.417
5,0.00375,https://api.spotify.com/v1/audio-analysis/5RXAjgHxIYSQiI1xNoql3n,0.641,210001,0.686,5RXAjgHxIYSQiI1xNoql3n,0.421,11,0.413,-8.824,0,0.0427,80.006,4,https://api.spotify.com/v1/tracks/5RXAjgHxIYSQiI1xNoql3n,audio_features,spotify:track:5RXAjgHxIYSQiI1xNoql3n,0.443
6,0.000138,https://api.spotify.com/v1/audio-analysis/3yXWBtDHv1q68Z9rPryu1k,0.656,213818,0.643,3yXWBtDHv1q68Z9rPryu1k,0.0864,10,0.0925,-6.57,0,0.143,110.04,4,https://api.spotify.com/v1/tracks/3yXWBtDHv1q68Z9rPryu1k,audio_features,spotify:track:3yXWBtDHv1q68Z9rPryu1k,0.485
7,0.103,https://api.spotify.com/v1/audio-analysis/0P9ia6Urq34eD38hHHB9b1,0.703,226293,0.729,0P9ia6Urq34eD38hHHB9b1,0.0035,0,0.0693,-7.559,1,0.139,88.915,4,https://api.spotify.com/v1/tracks/0P9ia6Urq34eD38hHHB9b1,audio_features,spotify:track:0P9ia6Urq34eD38hHHB9b1,0.197
8,0.0944,https://api.spotify.com/v1/audio-analysis/4TNSTx3B9yApuI7gntZudT,0.328,265596,0.367,4TNSTx3B9yApuI7gntZudT,0.821,8,0.116,-9.607,1,0.0504,85.012,4,https://api.spotify.com/v1/tracks/4TNSTx3B9yApuI7gntZudT,audio_features,spotify:track:4TNSTx3B9yApuI7gntZudT,0.0379
9,0.000639,https://api.spotify.com/v1/audio-analysis/2UiR1JTvXHkjWBlo6WqnmJ,0.582,163328,0.504,2UiR1JTvXHkjWBlo6WqnmJ,0.0216,0,0.342,-5.582,1,0.0304,75.051,4,https://api.spotify.com/v1/tracks/2UiR1JTvXHkjWBlo6WqnmJ,audio_features,spotify:track:2UiR1JTvXHkjWBlo6WqnmJ,0.515
10,0.000975,https://api.spotify.com/v1/audio-analysis/4hfq0230ZbxIATyNHFFCKX,0.758,215969,0.717,4hfq0230ZbxIATyNHFFCKX,0.369,1,0.853,-3.065,1,0.0678,140.093,4,https://api.spotify.com/v1/tracks/4hfq0230ZbxIATyNHFFCKX,audio_features,spotify:track:4hfq0230ZbxIATyNHFFCKX,0.42
11,0.0151,https://api.spotify.com/v1/audio-analysis/7vwJb2F7I552wXgqkjPFyj,0.692,170000,0.811,7vwJb2F7I552wXgqkjPFyj,0.00645,5,0.293,-5.409,0,0.138,143.966,4,https://api.spotify.com/v1/tracks/7vwJb2F7I552wXgqkjPFyj,audio_features,spotify:track:7vwJb2F7I552wXgqkjPFyj,0.376
12,0.0355,https://api.spotify.com/v1/audio-analysis/6Szk2eMatsOdsGeZBYSfV3,0.607,200993,0.943,6Szk2eMatsOdsGeZBYSfV3,0.352,11,0.47,-7.774,0,0.486,155.142,4,https://api.spotify.com/v1/tracks/6Szk2eMatsOdsGeZBYSfV3,audio_features,spotify:track:6Szk2eMatsOdsGeZBYSfV3,0.35
13,0.0251,https://api.spotify.com/v1/audio-analysis/7r15UlSY5nIXujfgLGhwLA,0.485,248471,0.842,7r15UlSY5nIXujfgLGhwLA,0.000806,9,0.307,-6.617,1,0.266,141.873,4,https://api.spotify.com/v1/tracks/7r15UlSY5nIXujfgLGhwLA,audio_features,spotify:track:7r15UlSY5nIXujfgLGhwLA,0.193
14,0.00152,https://api.spotify.com/v1/audio-analysis/3Wpue9E7fAHxxpNJQqJhNQ,0.599,207878,0.888,3Wpue9E7fAHxxpNJQqJhNQ,0.505,11,0.298,-6.802,1,0.168,150.027,4,https://api.spotify.com/v1/tracks/3Wpue9E7fAHxxpNJQqJhNQ,audio_features,spotify:track:3Wpue9E7fAHxxpNJQqJhNQ,0.299
15,0.0435,https://api.spotify.com/v1/audio-analysis/7hN423jlJEM4NMi5ekSypF,0.72,211363,0.749,7hN423jlJEM4NMi5ekSypF,0.726,0,0.463,-8.195,1,0.25,145.008,4,https://api.spotify.com/v1/tracks/7hN423jlJEM4NMi5ekSypF,audio_features,spotify:track:7hN423jlJEM4NMi5ekSypF,0.303
16,0.00339,https://api.spotify.com/v1/audio-analysis/6uX7ufYjUqaG5rYK7mObLy,0.562,295133,0.752,6uX7ufYjUqaG5rYK7mObLy,0.179,2,0.172,-5.074,1,0.125,72.518,4,https://api.spotify.com/v1/tracks/6uX7ufYjUqaG5rYK7mObLy,audio_features,spotify:track:6uX7ufYjUqaG5rYK7mObLy,0.125
17,0.00674,https://api.spotify.com/v1/audio-analysis/4sgaIkwlxkDfJxsWInkfVc,0.652,276167,0.806,4sgaIkwlxkDfJxsWInkfVc,0.786,6,0.0656,-6.394,0,0.0467,139.931,4,https://api.spotify.com/v1/tracks/4sgaIkwlxkDfJxsWInkfVc,audio_features,spotify:track:4sgaIkwlxkDfJxsWInkfVc,0.231
18,0.00171,https://api.spotify.com/v1/audio-analysis/68TYYmk6520QRMQtZk9rGa,0.705,179120,0.909,68TYYmk6520QRMQtZk9rGa,0.0757,6,0.769,-4.599,1,0.0462,129.949,4,https://api.spotify.com/v1/tracks/68TYYmk6520QRMQtZk9rGa,audio_features,spotify:track:68TYYmk6520QRMQtZk9rGa,0.291
19,0.0103,https://api.spotify.com/v1/audio-analysis/3Sfslb1VXsrmhwp7MsvM1f,0.654,301573,0.765,3Sfslb1VXsrmhwp7MsvM1f,0.0251,2,0.0946,-6.296,1,0.0547,140.068,4,https://api.spotify.com/v1/tracks/3Sfslb1VXsrmhwp7MsvM1f,audio_features,spotify:track:3Sfslb1VXsrmhwp7MsvM1f,0.224
0,0.00134,https://api.spotify.com/v1/audio-analysis/4hnpwE6dDqkKnYRTH68h6T,0.623,230400,0.987,4hnpwE6dDqkKnYRTH68h6T,0.000373,5,0.544,-1.007,0,0.384,75.003,4,https://api.spotify.com/v1/tracks/4hnpwE6dDqkKnYRTH68h6T,audio_features,spotify:track:4hnpwE6dDqkKnYRTH68h6T,0.303
1,0.00183,https://api.spotify.com/v1/audio-analysis/5Nz2BnJroLw1HPDeynxWGx,0.54,156800,0.929,5Nz2BnJroLw1HPDeynxWGx,0.000193,1,0.234,-3.83,1,0.447,75.029,4,https://api.spotify.com/v1/tracks/5Nz2BnJroLw1HPDeynxWGx,audio_features,spotify:track:5Nz2BnJroLw1HPDeynxWGx,0.449
2,0.0011,https://api.spotify.com/v1/audio-analysis/2EIRwQKqRmhlbnGbXbSwIg,0.504,134400,0.99,2EIRwQKqRmhlbnGbXbSwIg,0.00955,10,0.151,-2.206,0,0.387,74.882,4,https://api.spotify.com/v1/tracks/2EIRwQKqRmhlbnGbXbSwIg,audio_features,spotify:track:2EIRwQKqRmhlbnGbXbSwIg,0.106
3,0.0106,https://api.spotify.com/v1/audio-analysis/11ZJb66Ag7gjTmLBKF8ZuZ,0.633,245053,0.926,11ZJb66Ag7gjTmLBKF8ZuZ,0.54,11,0.133,-4.749,0,0.0971,140.037,4,https://api.spotify.com/v1/tracks/11ZJb66Ag7gjTmLBKF8ZuZ,audio_features,spotify:track:11ZJb66Ag7gjTmLBKF8ZuZ,0.511
4,0.00135,https://api.spotify.com/v1/audio-analysis/1ESpgp7uLDQHweqfWFF1K8,0.629,217600,0.966,1ESpgp7uLDQHweqfWFF1K8,0.306,1,0.0697,-1.275,1,0.287,75.002,4,https://api.spotify.com/v1/tracks/1ESpgp7uLDQHweqfWFF1K8,audio_features,spotify:track:1ESpgp7uLDQHweqfWFF1K8,0.147
5,0.000125,https://api.spotify.com/v1/audio-analysis/0yuxvelKutObKMYDFijGWv,0.576,230400,0.952,0yuxvelKutObKMYDFijGWv,0.0063,1,0.623,-3.568,1,0.0949,150.059,4,https://api.spotify.com/v1/tracks/0yuxvelKutObKMYDFijGWv,audio_features,spotify:track:0yuxvelKutObKMYDFijGWv,0.323
6,4e-05,https://api.spotify.com/v1/audio-analysis/7vfdHbNiVuZ4ikEZ3aqRqX,0.445,252361,0.924,7vfdHbNiVuZ4ikEZ3aqRqX,0.414,11,0.4,-4.217,0,0.0398,174.999,4,https://api.spotify.com/v1/tracks/7vfdHbNiVuZ4ikEZ3aqRqX,audio_features,spotify:track:7vfdHbNiVuZ4ikEZ3aqRqX,0.296
7,0.13,https://api.spotify.com/v1/audio-analysis/2RsCXdSsO6EKIZgCWEzx9z,0.807,243200,0.951,2RsCXdSsO6EKIZgCWEzx9z,0.232,6,0.315,-4.286,0,0.114,150.014,4,https://api.spotify.com/v1/tracks/2RsCXdSsO6EKIZgCWEzx9z,audio_features,spotify:track:2RsCXdSsO6EKIZgCWEzx9z,0.376
8,0.000829,https://api.spotify.com/v1/audio-analysis/5iciM767j4gKTvrzY0zHre,0.576,168000,0.968,5iciM767j4gKTvrzY0zHre,0.0149,2,0.317,-3.086,1,0.14,112.36,1,https://api.spotify.com/v1/tracks/5iciM767j4gKTvrzY0zHre,audio_features,spotify:track:5iciM767j4gKTvrzY0zHre,0.0687
9,0.00232,https://api.spotify.com/v1/audio-analysis/4JakJTTA9bKUCLrYJITTDd,0.666,233379,0.979,4JakJTTA9bKUCLrYJITTDd,0.00024,7,0.368,-1.117,0,0.232,144.924,4,https://api.spotify.com/v1/tracks/4JakJTTA9bKUCLrYJITTDd,audio_features,spotify:track:4JakJTTA9bKUCLrYJITTDd,0.404
10,0.345,https://api.spotify.com/v1/audio-analysis/35Dkvt4pKDEVrxtT7U8lyx,0.71,194043,0.687,35Dkvt4pKDEVrxtT7U8lyx,0.93,0,0.361,-9.928,0,0.0553,94.025,4,https://api.spotify.com/v1/tracks/35Dkvt4pKDEVrxtT7U8lyx,audio_features,spotify:track:35Dkvt4pKDEVrxtT7U8lyx,0.699
11,0.000854,https://api.spotify.com/v1/audio-analysis/0PixrKu6hDBnpMEWnWaJg9,0.513,370667,0.764,0PixrKu6hDBnpMEWnWaJg9,0.324,2,0.0894,-6.192,0,0.056,89.963,4,https://api.spotify.com/v1/tracks/0PixrKu6hDBnpMEWnWaJg9,audio_features,spotify:track:0PixrKu6hDBnpMEWnWaJg9,0.607
12,0.083,https://api.spotify.com/v1/audio-analysis/0A51zR838hxmKWybZPICwq,0.576,381520,0.642,0A51zR838hxmKWybZPICwq,0.856,7,0.312,-7.483,0,0.0696,88.036,4,https://api.spotify.com/v1/tracks/0A51zR838hxmKWybZPICwq,audio_features,spotify:track:0A51zR838hxmKWybZPICwq,0.535
13,0.23,https://api.spotify.com/v1/audio-analysis/1mEGQJhyBfplTqjGmW3JYX,0.74,260571,0.564,1mEGQJhyBfplTqjGmW3JYX,0.721,2,0.164,-10.148,1,0.0386,104.976,4,https://api.spotify.com/v1/tracks/1mEGQJhyBfplTqjGmW3JYX,audio_features,spotify:track:1mEGQJhyBfplTqjGmW3JYX,0.86
14,0.181,https://api.spotify.com/v1/audio-analysis/38wCNqtpoWRGXGeh5psYDA,0.628,260333,0.842,38wCNqtpoWRGXGeh5psYDA,0.25,10,0.147,-4.688,0,0.158,89.922,4,https://api.spotify.com/v1/tracks/38wCNqtpoWRGXGeh5psYDA,audio_features,spotify:track:38wCNqtpoWRGXGeh5psYDA,0.679
15,0.264,https://api.spotify.com/v1/audio-analysis/6Y20zPO2t3jD9JimNVFEsI,0.644,381962,0.633,6Y20zPO2t3jD9JimNVFEsI,0.017,7,0.0955,-7.14,0,0.0498,104.999,4,https://api.spotify.com/v1/tracks/6Y20zPO2t3jD9JimNVFEsI,audio_features,spotify:track:6Y20zPO2t3jD9JimNVFEsI,0.537
16,0.51,https://api.spotify.com/v1/audio-analysis/2sJ5Ld8RD2rv5m6P4JuUKm,0.75,237936,0.57,2sJ5Ld8RD2rv5m6P4JuUKm,0.909,7,0.111,-11.271,1,0.031,109.961,4,https://api.spotify.com/v1/tracks/2sJ5Ld8RD2rv5m6P4JuUKm,audio_features,spotify:track:2sJ5Ld8RD2rv5m6P4JuUKm,0.389
17,0.406,https://api.spotify.com/v1/audio-analysis/0JHJeTLH49PCaw6C066ibz,0.668,362500,0.452,0JHJeTLH49PCaw6C066ibz,0.538,9,0.0944,-10.121,0,0.0308,95.981,4,https://api.spotify.com/v1/tracks/0JHJeTLH49PCaw6C066ibz,audio_features,spotify:track:0JHJeTLH49PCaw6C066ibz,0.544
18,0.0598,https://api.spotify.com/v1/audio-analysis/2cmiS6oZnHqu9wZ5yruZUE,0.568,314358,0.58,2cmiS6oZnHqu9wZ5yruZUE,0.0237,7,0.0912,-6.957,0,0.0762,95.929,4,https://api.spotify.com/v1/tracks/2cmiS6oZnHqu9wZ5yruZUE,audio_features,spotify:track:2cmiS6oZnHqu9wZ5yruZUE,0.606
19,0.295,https://api.spotify.com/v1/audio-analysis/1fuBWKhSVzq66DBv5LFKWW,0.538,403636,0.62,1fuBWKhSVzq66DBv5LFKWW,0.917,5,0.129,-11.511,1,0.0375,176.073,4,https://api.spotify.com/v1/tracks/1fuBWKhSVzq66DBv5LFKWW,audio_features,spotify:track:1fuBWKhSVzq66DBv5LFKWW,0.465
0,0.000177,https://api.spotify.com/v1/audio-analysis/2EvUjCWg5zeaeKxGeOaHPh,0.306,213493,0.937,2EvUjCWg5zeaeKxGeOaHPh,0.0119,8,0.0864,-8.014,1,0.117,157.345,4,https://api.spotify.com/v1/tracks/2EvUjCWg5zeaeKxGeOaHPh,audio_features,spotify:track:2EvUjCWg5zeaeKxGeOaHPh,0.218
1,0.00749,https://api.spotify.com/v1/audio-analysis/6639kPw67cfz3rNHgAWhdr,0.532,333933,0.611,6639kPw67cfz3rNHgAWhdr,0.512,7,0.116,-8.95,1,0.0271,106.957,4,https://api.spotify.com/v1/tracks/6639kPw67cfz3rNHgAWhdr,audio_features,spotify:track:6639kPw67cfz3rNHgAWhdr,0.261
2,0.00249,https://api.spotify.com/v1/audio-analysis/3N02rdKYcUq6nabDpCRv7v,0.323,347875,0.903,3N02rdKYcUq6nabDpCRv7v,0.571,0,0.104,-6.537,1,0.125,152.827,4,https://api.spotify.com/v1/tracks/3N02rdKYcUq6nabDpCRv7v,audio_features,spotify:track:3N02rdKYcUq6nabDpCRv7v,0.255
3,0.133,https://api.spotify.com/v1/audio-analysis/3SSAeecv84iCOlUCaVPifM,0.426,349613,0.395,3SSAeecv84iCOlUCaVPifM,0.039,9,0.113,-8.653,0,0.0314,126.103,3,https://api.spotify.com/v1/tracks/3SSAeecv84iCOlUCaVPifM,audio_features,spotify:track:3SSAeecv84iCOlUCaVPifM,0.258
4,0.00775,https://api.spotify.com/v1/audio-analysis/5RFxXhOOTnNkrKyP9Mjb8L,0.425,345120,0.704,5RFxXhOOTnNkrKyP9Mjb8L,0.013,2,0.0975,-8.544,1,0.045,151.424,4,https://api.spotify.com/v1/tracks/5RFxXhOOTnNkrKyP9Mjb8L,audio_features,spotify:track:5RFxXhOOTnNkrKyP9Mjb8L,0.0901
5,0.0376,https://api.spotify.com/v1/audio-analysis/1gIoIq3RF1wl3Pp6d1Clzb,0.356,194013,0.589,1gIoIq3RF1wl3Pp6d1Clzb,0.6,9,0.194,-8.248,0,0.0308,155.995,4,https://api.spotify.com/v1/tracks/1gIoIq3RF1wl3Pp6d1Clzb,audio_features,spotify:track:1gIoIq3RF1wl3Pp6d1Clzb,0.2
6,0.0732,https://api.spotify.com/v1/audio-analysis/5PMpxJQfyrMPTfdEmyohky,0.425,352074,0.437,5PMpxJQfyrMPTfdEmyohky,0.00242,2,0.32,-8.133,0,0.0354,131.795,3,https://api.spotify.com/v1/tracks/5PMpxJQfyrMPTfdEmyohky,audio_features,spotify:track:5PMpxJQfyrMPTfdEmyohky,0.137
7,0.52,https://api.spotify.com/v1/audio-analysis/1zAx94fNMR725rsFiHPG7z,0.805,369533,0.375,1zAx94fNMR725rsFiHPG7z,0.737,7,0.122,-11.743,1,0.0403,112.259,4,https://api.spotify.com/v1/tracks/1zAx94fNMR725rsFiHPG7z,audio_features,spotify:track:1zAx94fNMR725rsFiHPG7z,0.31
8,0.139,https://api.spotify.com/v1/audio-analysis/0uXydSmVXTOZ3Mx2z24BNi,0.604,344200,0.538,0uXydSmVXTOZ3Mx2z24BNi,0.0136,9,0.169,-11.028,0,0.0345,96.969,3,https://api.spotify.com/v1/tracks/0uXydSmVXTOZ3Mx2z24BNi,audio_features,spotify:track:0uXydSmVXTOZ3Mx2z24BNi,0.366
9,0.0205,https://api.spotify.com/v1/audio-analysis/6LpUwWHCyzdhJugFeByaTO,0.202,362227,0.839,6LpUwWHCyzdhJugFeByaTO,0.0792,7,0.0935,-8.0,0,0.0845,72.236,4,https://api.spotify.com/v1/tracks/6LpUwWHCyzdhJugFeByaTO,audio_features,spotify:track:6LpUwWHCyzdhJugFeByaTO,0.481
10,0.282,https://api.spotify.com/v1/audio-analysis/00HIh9mVUQQAycsQiciWsh,0.706,209165,0.457,00HIh9mVUQQAycsQiciWsh,0.00849,4,0.0614,-9.359,1,0.0383,78.014,4,https://api.spotify.com/v1/tracks/00HIh9mVUQQAycsQiciWsh,audio_features,spotify:track:00HIh9mVUQQAycsQiciWsh,0.723
11,0.0124,https://api.spotify.com/v1/audio-analysis/2WQzsRjsNuQz8KGEXNcJCU,0.585,264000,0.62,2WQzsRjsNuQz8KGEXNcJCU,0.0164,6,0.135,-9.075,1,0.0538,80.021,4,https://api.spotify.com/v1/tracks/2WQzsRjsNuQz8KGEXNcJCU,audio_features,spotify:track:2WQzsRjsNuQz8KGEXNcJCU,0.725
12,0.189,https://api.spotify.com/v1/audio-analysis/2hup7lQB1vMfVTemkfljLR,0.622,319125,0.752,2hup7lQB1vMfVTemkfljLR,0.0124,4,0.0443,-6.964,0,0.124,126.047,4,https://api.spotify.com/v1/tracks/2hup7lQB1vMfVTemkfljLR,audio_features,spotify:track:2hup7lQB1vMfVTemkfljLR,0.602
13,0.0271,https://api.spotify.com/v1/audio-analysis/13I8nqMjLQfdRcXMZ7mU0D,0.691,222000,0.754,13I8nqMjLQfdRcXMZ7mU0D,0.0719,11,0.881,-8.136,1,0.0372,144.085,4,https://api.spotify.com/v1/tracks/13I8nqMjLQfdRcXMZ7mU0D,audio_features,spotify:track:13I8nqMjLQfdRcXMZ7mU0D,0.924
14,0.307,https://api.spotify.com/v1/audio-analysis/7gEsvmNXEFu0I1gR3x8YGl,0.656,171543,0.549,7gEsvmNXEFu0I1gR3x8YGl,2.82e-05,5,0.473,-9.473,0,0.0429,149.007,4,https://api.spotify.com/v1/tracks/7gEsvmNXEFu0I1gR3x8YGl,audio_features,spotify:track:7gEsvmNXEFu0I1gR3x8YGl,0.881
